"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15"
"1" 24.2401041666667 23.8753125 25.1201041666667 23.9278125 24.7047916666667 22.4872916666667 23.7795833333333 25.4573958333333 26.8251041666667 26.1594791666667 25.0141666666667 24.6489583333333 25.5298958333333 24.8645833333333 27.1683333333333
"2" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"3" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"4" 24.2401041666667 23.8753125 25.1201041666667 23.9278125 24.7047916666667 22.4872916666667 23.7795833333333 25.4573958333333 26.8251041666667 26.1594791666667 25.0141666666667 24.6489583333333 25.5298958333333 24.8645833333333 27.1683333333333
"5" 24.2401041666667 23.8753125 25.1201041666667 23.9278125 24.7047916666667 22.4872916666667 23.7795833333333 25.4573958333333 26.8251041666667 26.1594791666667 25.0141666666667 24.6489583333333 25.5298958333333 24.8645833333333 27.1683333333333
"6" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"7" 27.1683333333333 27.4501041666667 27.8409375 27.2603125 27.6838541666667 27.9003125 25.8551041666667 25.8472916666667 25.5905208333333 25.6385416666667 24.7082291666667 25.3271875 28.6801041666667 25.6172916666667 25.5647916666667
"8" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"9" 24.2401041666667 23.8753125 25.1201041666667 23.9278125 24.7047916666667 22.4872916666667 23.7795833333333 25.4573958333333 26.8251041666667 26.1594791666667 25.0141666666667 24.6489583333333 25.5298958333333 24.8645833333333 27.1683333333333
"10" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"11" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"12" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"13" 24.2401041666667 23.8753125 25.1201041666667 23.9278125 24.7047916666667 22.4872916666667 23.7795833333333 25.4573958333333 26.8251041666667 26.1594791666667 25.0141666666667 24.6489583333333 25.5298958333333 24.8645833333333 27.1683333333333
"14" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"15" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"16" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"17" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"18" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"19" 24.2401041666667 23.8753125 25.1201041666667 23.9278125 24.7047916666667 22.4872916666667 23.7795833333333 25.4573958333333 26.8251041666667 26.1594791666667 25.0141666666667 24.6489583333333 25.5298958333333 24.8645833333333 27.1683333333333
"20" 24.2401041666667 23.8753125 25.1201041666667 23.9278125 24.7047916666667 22.4872916666667 23.7795833333333 25.4573958333333 26.8251041666667 26.1594791666667 25.0141666666667 24.6489583333333 25.5298958333333 24.8645833333333 27.1683333333333
"21" 24.2401041666667 23.8753125 25.1201041666667 23.9278125 24.7047916666667 22.4872916666667 23.7795833333333 25.4573958333333 26.8251041666667 26.1594791666667 25.0141666666667 24.6489583333333 25.5298958333333 24.8645833333333 27.1683333333333
"22" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"23" 24.2401041666667 23.8753125 25.1201041666667 23.9278125 24.7047916666667 22.4872916666667 23.7795833333333 25.4573958333333 26.8251041666667 26.1594791666667 25.0141666666667 24.6489583333333 25.5298958333333 24.8645833333333 27.1683333333333
"24" 23.6379166666667 24.8558333333333 25.4608333333333 26.5720833333333 24.7673958333333 25.3683333333333 24.2617708333333 22.1930208333333 22.0615625 21.6692708333333 22.1539583333333 23.7047916666667 25.9253125 25.4717708333333 25.8686458333333
"25" 27.1683333333333 27.4501041666667 27.8409375 27.2603125 27.6838541666667 27.9003125 25.8551041666667 25.8472916666667 25.5905208333333 25.6385416666667 24.7082291666667 25.3271875 28.6801041666667 25.6172916666667 25.5647916666667
"26" 24.8645833333333 27.1683333333333 27.4501041666667 27.8409375 27.2603125 27.6838541666667 27.9003125 25.8551041666667 25.8472916666667 25.5905208333333 25.6385416666667 24.7082291666667 25.3271875 28.6801041666667 25.6172916666667
"27" 24.8645833333333 27.1683333333333 27.4501041666667 27.8409375 27.2603125 27.6838541666667 27.9003125 25.8551041666667 25.8472916666667 25.5905208333333 25.6385416666667 24.7082291666667 25.3271875 28.6801041666667 25.6172916666667
