"site" "deployment_id" "filename" "label" "confidence" "site.id" "day.id" "image.id" "obs.class"
"CT-7B" "CT-7B_May17-June13" "RCNX0290.JPG" "deer" 6.71592418673239 20 13 11 NA
"CT-7B" "CT-7B_May17-June13" "RCNX0293.JPG" "deer" 9.9034375512862 20 14 1 1
"CT-7B" "CT-7B_May17-June13" "RCNX0296.JPG" "deer" 8.14533959292558 20 14 2 1
"CT-7B" "CT-7B_May17-June13" "RCNX0299.JPG" "deer" 7.92904646169849 20 14 3 NA
"CT-7B" "CT-7B_May17-June13" "RCNX0302.JPG" "deer" 4.90979802834586 20 14 4 NA
"CT-7B" "CT-7B_May17-June13" "RCNX0305.JPG" "deer" 8.46819300519351 20 14 5 NA
"CT-7B" "CT-7B_May17-June13" "RCNX0312.JPG" "deer" 8.62237369087235 20 14 7 NA
"CT-7B" "CT-7B_May17-June13" "RCNX0314.JPG" "deer" 4.4082488029278 20 15 1 1
"CT-7B" "CT-7B_May17-June13" "RCNX0317.JPG" "deer" 6.32374805516515 20 15 2 1
"CT-7B" "CT-7B_May17-June13" "RCNX0320.JPG" "deer" 8.18044091558789 20 15 3 NA
"CT-7B" "CT-7B_May17-June13" "RCNX0323.JPG" "deer" 9.43340392009061 20 15 4 NA
"CT-7B" "CT-7B_May17-June13" "RCNX0326.JPG" "deer" 7.16834974651422 20 15 5 1
"CT-1A" "CT-1A_May19-June13" "RCNX0110.JPG" "deer" 8.87372812555385 1 1 2 NA
"CT-1A" "CT-1A_May19-June13" "RCNX0116.JPG" "deer" 7.98622488254094 1 2 1 NA
"CT-1A" "CT-1A_May19-June13" "RCNX0116.JPG" "deer" 7.52340127255347 1 2 1 NA
"CT-1A" "CT-1A_May19-June13" "RCNX0116.JPG" "deer" 8.11142803829918 1 2 1 NA
"CT-1A" "CT-1A_May19-June13" "RCNX0119.JPG" "deer" 7.04614696764596 1 2 2 1
"CT-1A" "CT-1A_May19-June13" "RCNX0122.JPG" "deer" 7.90163748385917 1 2 3 1
"CT-1A" "CT-1A_May19-June13" "RCNX0134.JPG" "deer" 9.21024036697596 1 5 1 NA
"CT-1A" "CT-1A_May19-June13" "RCNX0137.JPG" "deer" 8.04686951095962 1 5 2 NA
"CT-1A" "CT-1A_May19-June13" "RCNX0137.JPG" "deer" 7.77483575846221 1 5 2 NA
"CT-1A" "CT-1A_May19-June13" "RCNX0140.JPG" "deer" 8.74017672992878 1 5 3 1
"CT-1A" "CT-1A_May19-June13" "RCNX0143.JPG" "deer" 7.52340127255347 1 6 1 1
"CT-1A" "CT-1A_May19-June13" "RCNX0152.JPG" "deer" 8.37720122258723 1 8 2 1
"CT-1A" "CT-1A_May19-June13" "RCNX0155.JPG" "deer" 7.90163748385917 1 9 1 1
"CT-1A" "CT-1A_May19-June13" "RCNX0158.JPG" "deer" 8.07862821242504 1 11 1 1
"CT-1B" "CT-1B_April28-June13" "RCNX0179.JPG" "deer" 0.217129043526557 2 1 2 0
"CT-1B" "CT-1B_April28-June13" "RCNX0212.JPG" "deer" 9.02789880798158 2 3 3 NA
"CT-1B" "CT-1B_April28-June13" "RCNX0248.JPG" "deer" 7.56116161114198 2 5 3 1
"CT-1B" "CT-1B_April28-June13" "RCNX0329.JPG" "deer" 8.14533959292558 2 9 1 1
"CT-1B" "CT-1B_April28-June13" "RCNX0410.JPG" "deer" 7.66230775277561 2 14 1 1
"CT-2A" "CT-2A_May17-June13" "RCNX0135.JPG" "deer" 2.89321481572639 4 1 1 0
"CT-2A" "CT-2A_May17-June13" "RCNX0137.JPG" "deer" 8.18044091558789 4 1 2 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0143.JPG" "deer" 8.42166298740837 4 3 2 1
"CT-2A" "CT-2A_May17-June13" "RCNX0152.JPG" "deer" 3.01103122340642 4 5 1 0
"CT-2A" "CT-2A_May17-June13" "RCNX0155.JPG" "deer" 8.94784609905824 4 5 2 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0158.JPG" "deer" 9.72110599394295 4 5 3 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0161.JPG" "deer" 8.46819300519351 4 5 4 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0164.JPG" "deer" 1.49254529422991 4 5 5 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0173.JPG" "deer" 7.95722734221663 4 5 7 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0176.JPG" "deer" 7.68382396264864 4 5 8 1
"CT-2A" "CT-2A_May17-June13" "RCNX0179.JPG" "deer" 8.46819300519351 4 5 9 1
"CT-2A" "CT-2A_May17-June13" "RCNX0182.JPG" "deer" 8.804725252617 4 5 10 1
"CT-2A" "CT-2A_May17-June13" "RCNX0188.JPG" "deer" 7.98622488254094 4 8 1 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0191.JPG" "deer" 4.19684674572577 4 8 2 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0194.JPG" "deer" 8.18044091558789 4 8 3 1
"CT-2A" "CT-2A_May17-June13" "RCNX0203.JPG" "deer" 7.95722734221663 4 12 1 1
"CT-2A" "CT-2A_May17-June13" "RCNX0206.JPG" "deer" 9.31561088358338 4 12 2 1
"CT-2A" "CT-2A_May17-June13" "RCNX0209.JPG" "deer" 8.42166298740837 4 12 3 1
"CT-2A" "CT-2A_May17-June13" "RCNX0212.JPG" "deer" 7.5421034109184 4 12 4 1
"CT-2A" "CT-2A_May17-June13" "RCNX0215.JPG" "deer" 8.46819300519351 4 12 5 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0218.JPG" "deer" 7.98622488254094 4 13 1 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0221.JPG" "deer" 8.87372812555385 4 13 2 1
"CT-2A" "CT-2A_May17-June13" "RCNX0224.JPG" "deer" 8.3346316058176 4 13 3 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0233.JPG" "deer" 8.804725252617 4 14 1 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0236.JPG" "deer" 8.67954210646235 4 14 2 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0239.JPG" "deer" 10.1265911030493 4 14 3 NA
"CT-2A" "CT-2A_May17-June13" "RCNX0239.JPG" "deer" 9.56694531346459 4 14 3 NA
"CT-2C" "CT-2C_April28-June13" "RCNX0044.JPG" "deer" 8.804725252617 6 3 2 NA
"CT-2C" "CT-2C_April28-June13" "RCNX0053.JPG" "deer" 10.1265911030493 6 4 1 NA
"CT-2C" "CT-2C_April28-June13" "RCNX0056.JPG" "deer" 5.957382546113 6 4 2 NA
"CT-2C" "CT-2C_April28-June13" "RCNX0083.JPG" "deer" 8.42166298740837 6 7 4 1
"CT-2C" "CT-2C_April28-June13" "RCNX0089.JPG" "deer" 8.46819300519351 6 8 1 NA
"CT-2C" "CT-2C_April28-June13" "RCNX0122.JPG" "deer" 8.01608784904161 6 12 4 NA
"CT-2C" "CT-2C_April28-June13" "RCNX0131.JPG" "deer" 8.07862821242504 6 13 2 NA
"CT-2C" "CT-2C_April28-June13" "RCNX0134.JPG" "deer" 9.21024036697596 6 14 1 NA
"CT-2C" "CT-2C_April28-June13" "RCNX0137.JPG" "deer" 7.29273752848924 6 15 1 1
"CT-2C" "CT-2C_April28-June13" "RCNX0137.JPG" "deer" 8.42166298740837 6 15 1 1
"CT-3C" "CT-3C_May18-June13" "RCNX0233.JPG" "deer" 9.11492018612092 9 1 1 1
"CT-3C" "CT-3C_May18-June13" "RCNX0236.JPG" "deer" 10.414283175853 9 1 2 1
"CT-3C" "CT-3C_May18-June13" "RCNX0236.JPG" "deer" 6.3350041640955 9 1 2 1
"CT-3C" "CT-3C_May18-June13" "RCNX0245.JPG" "deer" 8.42166298740837 9 2 1 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0248.JPG" "deer" 7.19468707004318 9 2 2 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0254.JPG" "deer" 9.11492018612092 9 3 2 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0266.JPG" "deer" 7.75129525680006 9 3 4 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0269.JPG" "deer" 7.14268730028882 9 4 1 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0272.JPG" "deer" 8.94784609905824 9 4 2 1
"CT-3C" "CT-3C_May18-June13" "RCNX0278.JPG" "deer" 7.46930403462399 9 5 1 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0281.JPG" "deer" 8.804725252617 9 5 2 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0283.JPG" "deer" 9.02789880798158 9 5 3 1
"CT-3C" "CT-3C_May18-June13" "RCNX0286.JPG" "deer" 8.51699317141368 9 5 4 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0290.JPG" "deer" 9.02789880798158 9 6 1 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0293.JPG" "deer" 5.32184499286597 9 6 2 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0293.JPG" "deer" 8.87372812555385 9 6 2 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0296.JPG" "deer" 6.31261679367515 9 6 3 1
"CT-3C" "CT-3C_May18-June13" "RCNX0296.JPG" "deer" 4.95194730481771 9 6 3 1
"CT-3C" "CT-3C_May18-June13" "RCNX0296.JPG" "deer" 7.92904646169849 9 6 3 1
"CT-3C" "CT-3C_May18-June13" "RCNX0296.JPG" "deer" 9.43340392009061 9 6 3 1
"CT-3C" "CT-3C_May18-June13" "RCNX0296.JPG" "deer" 8.29379960884693 9 6 3 1
"CT-3C" "CT-3C_May18-June13" "RCNX0299.JPG" "deer" 6.87716594592609 9 6 4 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0299.JPG" "deer" 9.11492018612092 9 6 4 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0299.JPG" "deer" 7.98622488254094 9 6 4 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0299.JPG" "deer" 8.42166298740837 9 6 4 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0302.JPG" "deer" 7.68382396264864 9 6 5 1
"CT-3C" "CT-3C_May18-June13" "RCNX0305.JPG" "deer" 8.56829646775138 9 6 6 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0308.JPG" "deer" 8.804725252617 9 6 7 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0311.JPG" "deer" 9.21024036697596 9 6 8 1
"CT-3C" "CT-3C_May18-June13" "RCNX0320.JPG" "deer" 8.67954210646235 9 7 2 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0326.JPG" "deer" 8.74017672992878 9 7 4 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0329.JPG" "deer" 7.50504212843218 9 8 1 1
"CT-3C" "CT-3C_May18-June13" "RCNX0335.JPG" "deer" 8.67954210646235 9 8 2 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0338.JPG" "deer" 8.94784609905824 9 8 3 1
"CT-3C" "CT-3C_May18-June13" "RCNX0341.JPG" "deer" 9.31561088358338 9 8 4 1
"CT-3C" "CT-3C_May18-June13" "RCNX0353.JPG" "deer" 9.21024036697596 9 9 3 1
"CT-3C" "CT-3C_May18-June13" "RCNX0356.JPG" "deer" 0.190937983412685 9 9 4 0
"CT-3C" "CT-3C_May18-June13" "RCNX0365.JPG" "deer" 7.72829573422357 9 9 7 1
"CT-3C" "CT-3C_May18-June13" "RCNX0365.JPG" "deer" 7.90163748385917 9 9 7 1
"CT-3C" "CT-3C_May18-June13" "RCNX0368.JPG" "deer" 8.804725252617 9 9 8 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0368.JPG" "deer" 7.92904646169849 9 9 8 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0368.JPG" "deer" 7.0577177987046 9 9 8 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0368.JPG" "deer" 8.14533959292558 9 9 8 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0368.JPG" "deer" 8.804725252617 9 9 8 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0374.JPG" "deer" 8.87372812555385 9 9 9 1
"CT-3C" "CT-3C_May18-June13" "RCNX0377.JPG" "deer" 8.25456889314274 9 9 10 1
"CT-3C" "CT-3C_May18-June13" "RCNX0380.JPG" "deer" 9.02789880798158 9 9 11 1
"CT-3C" "CT-3C_May18-June13" "RCNX0386.JPG" "deer" 7.19468707004318 9 9 13 1
"CT-3C" "CT-3C_May18-June13" "RCNX0395.JPG" "deer" 8.62237369087235 9 10 3 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0398.JPG" "deer" 2.6599236282705 9 10 4 1
"CT-3C" "CT-3C_May18-June13" "RCNX0404.JPG" "deer" -0.891938263003802 9 10 6 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0407.JPG" "deer" -0.0540531569454633 9 10 7 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0407.JPG" "deer" 6.02988365701194 9 10 7 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0410.JPG" "deer" 9.11492018612092 9 11 1 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0416.JPG" "deer" 8.46819300519351 9 11 3 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0419.JPG" "deer" 8.51699317141368 9 11 4 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0422.JPG" "deer" 8.62237369087235 9 11 5 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0437.JPG" "deer" 8.25456889314274 9 12 4 1
"CT-3C" "CT-3C_May18-June13" "RCNX0437.JPG" "deer" 5.55062326411398 9 12 4 1
"CT-3C" "CT-3C_May18-June13" "RCNX0437.JPG" "deer" 7.35340217672317 9 12 4 1
"CT-3C" "CT-3C_May18-June13" "RCNX0440.JPG" "deer" 9.11492018612092 9 12 5 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0440.JPG" "deer" 8.74017672992878 9 12 5 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0443.JPG" "deer" 9.11492018612092 9 12 6 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0446.JPG" "deer" 8.3346316058176 9 12 7 1
"CT-3C" "CT-3C_May18-June13" "RCNX0449.JPG" "deer" 8.67954210646235 9 14 1 NA
"CT-3C" "CT-3C_May18-June13" "RCNX0458.JPG" "deer" 9.21024036697596 9 15 2 1
"CT-5A" "CT-5A_May18-June13" "RCNX0029.JPG" "deer" 8.04686951095962 13 5 1 1
"CT-5A" "CT-5A_May18-June13" "RCNX0035.JPG" "deer" 7.98622488254094 13 8 1 1
"CT-5A" "CT-5A_May18-June13" "RCNX0038.JPG" "deer" 8.804725252617 13 14 1 NA
"CT-5C" "CT-5C_April28-June13" "RCNX0021.JPG" "deer" 7.58058970215165 15 1 1 NA
"CT-5C" "CT-5C_April28-June13" "RCNX0023.JPG" "deer" 8.42166298740837 15 1 2 1
"CT-5C" "CT-5C_April28-June13" "RCNX0026.JPG" "deer" 8.62237369087235 15 1 3 NA
"CT-5C" "CT-5C_April28-June13" "RCNX0036.JPG" "deer" 8.3346316058176 15 4 1 NA
"CT-5C" "CT-5C_April28-June13" "RCNX0038.JPG" "deer" 8.67954210646235 15 4 2 1
"CT-5C" "CT-5C_April28-June13" "RCNX0041.JPG" "deer" 2.44465906192387 15 5 1 NA
"CT-5C" "CT-5C_April28-June13" "RCNX0041.JPG" "deer" 8.29379960884693 15 5 1 NA
"CT-5C" "CT-5C_April28-June13" "RCNX0047.JPG" "deer" 6.73261126324646 15 8 2 1
"CT-5C" "CT-5C_April28-June13" "RCNX0050.JPG" "deer" 8.804725252617 15 11 1 NA
"CT-5C" "CT-5C_April28-June13" "RCNX0053.JPG" "deer" 8.3346316058176 15 11 2 NA
"CT-5C" "CT-5C_April28-June13" "RCNX0057.JPG" "deer" 8.62237369087235 15 11 3 NA
"CT-5C" "CT-5C_April28-June13" "RCNX0059.JPG" "deer" 8.3346316058176 15 11 4 NA
"CT-5C" "CT-5C_April28-June13" "RCNX0062.JPG" "deer" 9.02789880798158 15 11 5 1
"CT-7C" "CT-7C_May18-June13" "RCNX0062.JPG" "deer" 8.51699317141368 21 2 1 1
"CT-7C" "CT-7C_May18-June13" "RCNX0080.JPG" "deer" 7.40144141467122 21 5 6 1
"CT-7C" "CT-7C_May18-June13" "RCNX0095.JPG" "deer" 2.42843402117176 21 6 1 0
"CT-7C" "CT-7C_May18-June13" "RCNX0134.JPG" "deer" 2.31742592071042 21 6 11 0
"CT-7C" "CT-7C_May18-June13" "RCNX0173.JPG" "deer" 8.51699317141368 21 8 1 1
"CT-7C" "CT-7C_May18-June13" "RCNX0179.JPG" "deer" 8.56829646775138 21 8 2 NA
"CT-7C" "CT-7C_May18-June13" "RCNX0191.JPG" "deer" 7.66230775277561 21 10 1 1
"CT-7C" "CT-7C_May18-June13" "RCNX0197.JPG" "deer" 8.56829646775138 21 12 1 1
"CT-7C" "CT-7C_May18-June13" "RCNX0200.JPG" "deer" 8.804725252617 21 14 1 NA
"CT-7C" "CT-7C_May18-June13" "RCNX0203.JPG" "deer" 9.9034375512862 21 14 2 NA
"CT-7C" "CT-7C_May18-June13" "RCNX0203.JPG" "deer" 9.72110599394295 21 14 2 NA
"CT-8B" "CT-8B_May17-June13" "RCNX0026.JPG" "deer" 8.25456889314274 23 1 1 1
"CT-8C" "CT-8C_April27-June13" "RCNX0029.JPG" "deer" 5.31360802950453 24 2 1 NA
"CT-8C" "CT-8C_April27-June13" "RCNX0032.JPG" "deer" 1.5881807970882 24 2 2 0
"CT-8C" "CT-8C_April27-June13" "RCNX0035.JPG" "deer" 5.31977944479602 24 2 3 0
"CT-8C" "CT-8C_April27-June13" "RCNX0044.JPG" "deer" 9.9034375512862 24 13 1 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0476.JPG" "deer" 8.07862821242504 7 1 2 1
"CT-3A" "CT-3A_May18-June27" "RCNX0479.JPG" "deer" 9.21024036697596 7 1 3 1
"CT-3A" "CT-3A_May18-June27" "RCNX0485.JPG" "deer" 13.815509557935 7 3 1 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0488.JPG" "deer" 10.414283175853 7 3 2 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0494.JPG" "deer" 7.75129525680006 7 5 1 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0686.JPG" "deer" 8.51699317141368 7 7 1 1
"CT-3A" "CT-3A_May18-June27" "RCNX0686.JPG" "deer" 9.21024036697596 7 7 1 1
"CT-3A" "CT-3A_May18-June27" "RCNX0689.JPG" "deer" 6.62124545151344 7 7 2 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0698.JPG" "deer" 9.72110599394295 7 9 1 1
"CT-3A" "CT-3A_May18-June27" "RCNX0701.JPG" "deer" 8.87372812555385 7 9 2 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0710.JPG" "deer" 8.37720122258723 7 9 3 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0716.JPG" "deer" 5.39916772672799 7 9 5 1
"CT-3A" "CT-3A_May18-June27" "RCNX0719.JPG" "deer" 8.51699317141368 7 9 6 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0932.JPG" "deer" 8.3346316058176 7 10 4 1
"CT-3A" "CT-3A_May18-June27" "RCNX0935.JPG" "deer" 9.9034375512862 7 10 5 1
"CT-3A" "CT-3A_May18-June27" "RCNX0938.JPG" "deer" 9.72110599394295 7 10 6 1
"CT-3A" "CT-3A_May18-June27" "RCNX0941.JPG" "deer" 10.414283175853 7 10 7 1
"CT-3A" "CT-3A_May18-June27" "RCNX0944.JPG" "deer" 8.67954210646235 7 11 1 1
"CT-3A" "CT-3A_May18-June27" "RCNX0959.JPG" "deer" 7.70581287391963 7 11 2 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0962.JPG" "deer" 7.22173575724208 7 11 3 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0962.JPG" "deer" 8.67954210646235 7 11 3 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0965.JPG" "deer" 10.8197582842093 7 11 4 1
"CT-3A" "CT-3A_May18-June27" "RCNX0968.JPG" "deer" 3.86811246511374 7 11 5 0
"CT-3A" "CT-3A_May18-June27" "RCNX0968.JPG" "deer" 7.79894331419289 7 11 5 0
"CT-3A" "CT-3A_May18-June27" "RCNX0968.JPG" "deer" 8.87372812555385 7 11 5 0
"CT-3A" "CT-3A_May18-June27" "RCNX0971.JPG" "deer" 9.31561088358338 7 11 6 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0974.JPG" "deer" 10.8197582842093 7 11 7 1
"CT-3A" "CT-3A_May18-June27" "RCNX0977.JPG" "deer" 7.66230775277561 7 12 1 1
"CT-3A" "CT-3A_May18-June27" "RCNX0980.JPG" "deer" 11.5129154649248 7 13 1 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0983.JPG" "deer" 8.14533959292558 7 13 2 1
"CT-3A" "CT-3A_May18-June27" "RCNX0986.JPG" "deer" 8.62237369087235 7 13 3 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0989.JPG" "deer" 10.1265911030493 7 13 4 1
"CT-3A" "CT-3A_May18-June27" "RCNX0992.JPG" "deer" 9.72110599394295 7 13 5 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0995.JPG" "deer" 0.0681063135519821 7 13 6 NA
"CT-3A" "CT-3A_May18-June27" "RCNX0998.JPG" "deer" 10.8197582842093 7 13 7 NA
"CT-3A" "CT-3A_May18-June27" "RCNX1004.JPG" "deer" 7.38517088764573 7 14 2 NA
"CT-3A" "CT-3A_May18-June27" "RCNX1007.JPG" "deer" 6.23797400268123 7 14 3 0
"CT-3A" "CT-3A_May18-June27" "RCNX1016.JPG" "deer" 9.43340392009061 7 15 1 1
"CT-3A" "CT-3A_May18-June27" "RCNX1019.JPG" "deer" 9.11492018612092 7 15 2 1
"CT-3A" "CT-3A_May18-June27" "RCNX1022.JPG" "deer" 9.43340392009061 7 15 3 NA
"Preserve_5" "Preserve-5_May18-June26" "MFDC1271.JPG" "deer" 2.1826431949158 27 3 2 0
"Preserve_5" "Preserve-5_May18-June26" "MFDC1277.JPG" "deer" 3.6245000783149 27 3 4 NA
"Preserve_5" "Preserve-5_May18-June26" "MFDC1484.JPG" "deer" 8.46819300519351 27 5 1 NA
"Preserve_5" "Preserve-5_May18-June26" "MFDC1495.JPG" "deer" 7.09325451253292 27 5 4 NA
"Preserve_5" "Preserve-5_May18-June26" "MFDC1499.JPG" "deer" 7.40144141467122 27 5 5 1
"Preserve_5" "Preserve-5_May18-June26" "MFDC1550.JPG" "deer" 1.17390423846961 27 6 7 NA
"Preserve_5" "Preserve-5_May18-June26" "MFDC1550.JPG" "deer" -0.195702222859241 27 6 7 NA
"Preserve_5" "Preserve-5_May18-June26" "MFDC1559.JPG" "deer" 10.414283175853 27 7 1 1
"Preserve_5" "Preserve-5_May18-June26" "MFDC1562.JPG" "deer" 3.05040480762649 27 7 2 NA
"Preserve_5" "Preserve-5_May18-June26" "MFDC1567.JPG" "deer" 5.37055765923439 27 7 3 1
"Preserve_5" "Preserve-5_May18-June26" "MFDC1573.JPG" "deer" 7.33788798373294 27 7 5 NA
"Preserve_5" "Preserve-5_May18-June26" "MFDC1637.JPG" "deer" 5.16865530826881 27 9 6 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0300.JPG" "deer" 8.42166298740837 25 1 2 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0302.JPG" "deer" 8.01608784904161 25 1 3 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0311.JPG" "deer" 6.54864981128451 25 2 2 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0314.JPG" "deer" 6.27460173272226 25 2 3 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0314.JPG" "deer" 5.72893668901286 25 2 3 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0333.JPG" "deer" 7.50504212843218 25 3 2 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0356.JPG" "deer" 0.8596139924672 25 4 4 0
"Preserve_3" "preserve-3-May18-June27" "MFDC0362.JPG" "deer" 6.30160763563317 25 4 5 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0365.JPG" "deer" 5.88976078343035 25 4 6 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0365.JPG" "deer" 6.70768367543114 25 4 6 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0368.JPG" "deer" 8.94784609905824 25 4 7 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0374.JPG" "deer" 8.74017672992878 25 4 8 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0377.JPG" "deer" 6.93724401571237 25 4 9 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0380.JPG" "deer" 7.46930403462399 25 4 10 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0386.JPG" "deer" 7.75129525680006 25 4 11 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0389.JPG" "deer" 7.46930403462399 25 4 12 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0392.JPG" "deer" 7.72829573422357 25 5 1 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0395.JPG" "deer" 7.4519022861587 25 6 1 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0398.JPG" "deer" 9.02789880798158 25 6 2 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0410.JPG" "deer" 0.48903891857602 25 7 3 0
"Preserve_3" "preserve-3-May18-June27" "MFDC0419.JPG" "deer" 4.57809100115137 25 7 6 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0435.JPG" "deer" 6.88693213113193 25 7 10 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0453.JPG" "deer" 5.83324739118469 25 9 3 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0462.JPG" "deer" 8.18044091558789 25 9 5 1
"Preserve_3" "preserve-3-May18-June27" "MFDC0465.JPG" "deer" 7.75129525680006 25 10 1 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0471.JPG" "deer" 7.66230775277561 25 10 2 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0474.JPG" "deer" 9.72110599394295 25 10 3 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0486.JPG" "deer" 6.95809812183369 25 14 1 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0489.JPG" "deer" 7.27812872221345 25 14 2 NA
"Preserve_3" "preserve-3-May18-June27" "MFDC0492.JPG" "deer" 6.89679443773532 25 14 3 1
