"id","score","det.type","label","site","date"
"a948",0.682711541652679,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a949",0.682615697383881,NA,"Great Egret","6thBridge",2023-04-20
"a950",0.682484030723572,NA,"Great Egret","6thBridge",2023-04-20
"a951",0.682271182537079,NA,"White Ibis","6thBridge",2023-04-20
"a952",0.681840777397156,NA,"Great Egret","6thBridge",2023-04-20
"a953",0.681699395179749,NA,"Great Egret","6thBridge",2023-04-20
"a954",0.681696057319641,NA,"Great Egret","6thBridge",2023-04-20
"a955",0.681639909744263,NA,"Great Egret","6thBridge",2023-04-20
"a956",0.681276142597198,NA,"Great Egret","6thBridge",2023-04-20
"a957",0.681215465068817,NA,"White Ibis","6thBridge",2023-04-20
"a959",0.68102240562439,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a960",0.680546879768372,NA,"Great Egret","6thBridge",2023-04-20
"a961",0.680383324623108,NA,"Great Egret","6thBridge",2023-04-20
"a962",0.680294632911682,NA,"White Ibis","6thBridge",2023-04-20
"a963",0.679944336414337,NA,"Great Egret","6thBridge",2023-04-20
"a964",0.679782211780548,NA,"Great Egret","6thBridge",2023-04-20
"a965",0.679673969745636,NA,"Great Egret","6thBridge",2023-04-20
"a966",0.6792032122612,NA,"Great Egret","6thBridge",2023-04-20
"a967",0.679185152053833,NA,"Great Egret","6thBridge",2023-04-20
"a968",0.679153442382812,NA,"White Ibis","6thBridge",2023-04-20
"a969",0.678844094276428,NA,"White Ibis","6thBridge",2023-04-20
"a970",0.67877322435379,NA,"Great Egret","6thBridge",2023-04-20
"a971",0.678622961044312,NA,"Great Egret","6thBridge",2023-04-20
"a972",0.678380310535431,NA,"Great Egret","6thBridge",2023-04-20
"a973",0.678091645240784,NA,"Great Egret","6thBridge",2023-04-20
"a974",0.678028285503387,NA,"White Ibis","6thBridge",2023-04-20
"a975",0.678027868270874,NA,"Great Egret","6thBridge",2023-04-20
"a976",0.677624702453613,NA,"Great Egret","6thBridge",2023-04-20
"a977",0.677622437477112,NA,"White Ibis","6thBridge",2023-04-20
"a978",0.677589058876038,NA,"Great Egret","6thBridge",2023-04-20
"a979",0.677427351474762,NA,"White Ibis","6thBridge",2023-04-20
"a980",0.677308022975922,NA,"Great Egret","6thBridge",2023-04-20
"a981",0.677306950092316,NA,"Great Egret","6thBridge",2023-04-20
"a982",0.677104771137238,NA,"Great Egret","6thBridge",2023-04-20
"a983",0.676932513713837,NA,"Great Egret","6thBridge",2023-04-20
"a984",0.676903963088989,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a985",0.676713585853577,NA,"Great Egret","6thBridge",2023-04-20
"a986",0.676571786403656,NA,"Great Egret","6thBridge",2023-04-20
"a987",0.676490843296051,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a988",0.676433682441711,NA,"Great Egret","6thBridge",2023-04-20
"a989",0.676159083843231,NA,"White Ibis","6thBridge",2023-04-20
"a990",0.675578832626343,NA,"Great Egret","6thBridge",2023-04-20
"a991",0.675577759742737,NA,"Great Egret","6thBridge",2023-04-20
"a992",0.675471365451813,NA,"White Ibis","6thBridge",2023-04-20
"a993",0.675338983535767,NA,"Great Egret","6thBridge",2023-04-20
"a994",0.675109267234802,NA,"White Ibis","6thBridge",2023-04-20
"a995",0.674486875534058,NA,"Great Egret","6thBridge",2023-04-20
"a996",0.674024820327759,NA,"Great Egret","6thBridge",2023-04-20
"a997",0.673918902873993,NA,"White Ibis","6thBridge",2023-04-20
"a998",0.673762261867523,NA,"Great Egret","6thBridge",2023-04-20
"a999",0.67354828119278,NA,"Great Egret","6thBridge",2023-04-20
"a1000",0.673341572284698,NA,"White Ibis","6thBridge",2023-04-20
"a1001",0.673186421394348,NA,"Great Egret","6thBridge",2023-04-20
"a1002",0.672790229320526,NA,"Great Egret","6thBridge",2023-04-20
"a1003",0.672674357891083,NA,"White Ibis","6thBridge",2023-04-20
"a1004",0.672635972499847,NA,"Great Egret","6thBridge",2023-04-20
"a1005",0.672566950321198,NA,"Great Egret","6thBridge",2023-04-20
"a1006",0.671499252319336,NA,"White Ibis","6thBridge",2023-04-20
"a1007",0.671351253986359,NA,"Great Egret","6thBridge",2023-04-20
"a1008",0.671334683895111,NA,"Great Egret","6thBridge",2023-04-20
"a1009",0.671047329902649,NA,"Great Egret","6thBridge",2023-04-20
"a1010",0.67098480463028,NA,"Great Egret","6thBridge",2023-04-20
"a1011",0.670625507831573,NA,"Great Egret","6thBridge",2023-04-20
"a1012",0.670373857021332,NA,"Great Egret","6thBridge",2023-04-20
"a1013",0.670309901237488,NA,"Great Egret","6thBridge",2023-04-20
"a1014",0.670102059841156,NA,"White Ibis","6thBridge",2023-04-20
"a1015",0.669851362705231,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1016",0.669842004776001,NA,"Great Egret","6thBridge",2023-04-20
"a1017",0.669542968273163,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1018",0.669265806674957,NA,"Great Egret","6thBridge",2023-04-20
"a1019",0.669242382049561,NA,"Great Egret","6thBridge",2023-04-20
"a1020",0.669196605682373,NA,"Great Egret","6thBridge",2023-04-20
"a1021",0.669054090976715,NA,"White Ibis","6thBridge",2023-04-20
"a1022",0.668980360031128,NA,"White Ibis","6thBridge",2023-04-20
"a1023",0.668925523757935,NA,"White Ibis","6thBridge",2023-04-20
"a1024",0.668876171112061,NA,"White Ibis","6thBridge",2023-04-20
"a1025",0.668725430965424,NA,"Great Egret","6thBridge",2023-04-20
"a1026",0.668627977371216,NA,"White Ibis","6thBridge",2023-04-20
"a1027",0.668582677841187,NA,"White Ibis","6thBridge",2023-04-20
"a1028",0.668566882610321,NA,"White Ibis","6thBridge",2023-04-20
"a1029",0.668505728244781,NA,"Great Egret","6thBridge",2023-04-20
"a1030",0.668459534645081,NA,"Great Egret","6thBridge",2023-04-20
"a1031",0.668450176715851,NA,"Great Egret","6thBridge",2023-04-20
"a1032",0.66822075843811,NA,"Great Egret","6thBridge",2023-04-20
"a1033",0.668008744716644,NA,"Great Egret","6thBridge",2023-04-20
"a1034",0.667904794216156,NA,"Great Egret","6thBridge",2023-04-20
"a1035",0.667843103408813,NA,"Great Egret","6thBridge",2023-04-20
"a1036",0.667616903781891,NA,"White Ibis","6thBridge",2023-04-20
"a1037",0.66743415594101,NA,"White Ibis","6thBridge",2023-04-20
"a1038",0.666936278343201,NA,"Great Egret","6thBridge",2023-04-20
"a1039",0.666788399219513,NA,"White Ibis","6thBridge",2023-04-20
"a1040",0.666549146175385,NA,"Great Egret","6thBridge",2023-04-20
"a1041",0.666463673114777,NA,"Great Egret","6thBridge",2023-04-20
"a1042",0.66626650094986,NA,"White Ibis","6thBridge",2023-04-20
"a1043",0.666214883327484,NA,"Great Egret","6thBridge",2023-04-20
"a1044",0.666167080402374,NA,"Great Egret","6thBridge",2023-04-20
"a1045",0.66614031791687,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1046",0.665840268135071,NA,"Great Egret","6thBridge",2023-04-20
"a1047",0.665792047977448,NA,"White Ibis","6thBridge",2023-04-20
"a1048",0.665515124797821,NA,"Great Egret","6thBridge",2023-04-20
"a1049",0.665345370769501,NA,"Great Egret","6thBridge",2023-04-20
"a1050",0.665336847305298,NA,"Great Egret","6thBridge",2023-04-20
"a1051",0.665141046047211,NA,"White Ibis","6thBridge",2023-04-20
"a1052",0.665097951889038,NA,"White Ibis","6thBridge",2023-04-20
"a1053",0.664912462234497,NA,"Great Egret","6thBridge",2023-04-20
"a1054",0.664823532104492,NA,"Great Egret","6thBridge",2023-04-20
"a1055",0.664760887622833,NA,"Great Egret","6thBridge",2023-04-20
"a1056",0.664566397666931,NA,"Great Egret","6thBridge",2023-04-20
"a1057",0.664497375488281,NA,"Great Egret","6thBridge",2023-04-20
"a1058",0.664277076721191,NA,"White Ibis","6thBridge",2023-04-20
"a1059",0.664206266403198,NA,"Great Egret","6thBridge",2023-04-20
"a1060",0.664141654968262,NA,"White Ibis","6thBridge",2023-04-20
"a1061",0.664096891880035,NA,"Great Egret","6thBridge",2023-04-20
"a1062",0.664085805416107,NA,"White Ibis","6thBridge",2023-04-20
"a1063",0.663958251476288,NA,"Great Egret","6thBridge",2023-04-20
"a1064",0.663823902606964,NA,"Great Egret","6thBridge",2023-04-20
"a1065",0.663656651973724,NA,"Great Egret","6thBridge",2023-04-20
"a1066",0.663641810417175,NA,"Great Egret","6thBridge",2023-04-20
"a1067",0.663373053073883,NA,"White Ibis","6thBridge",2023-04-20
"a1068",0.663296759128571,NA,"Great Egret","6thBridge",2023-04-20
"a1069",0.663021326065063,NA,"White Ibis","6thBridge",2023-04-20
"a1070",0.662732064723969,NA,"Great Egret","6thBridge",2023-04-20
"a1071",0.662659525871277,NA,"White Ibis","6thBridge",2023-04-20
"a1072",0.662561416625977,NA,"Great Egret","6thBridge",2023-04-20
"a1073",0.662398815155029,NA,"Great Egret","6thBridge",2023-04-20
"a1074",0.662388563156128,NA,"Great Egret","6thBridge",2023-04-20
"a1075",0.662166953086853,NA,"Great Egret","6thBridge",2023-04-20
"a1076",0.662084996700287,NA,"Great Egret","6thBridge",2023-04-20
"a1077",0.662075757980347,NA,"Great Egret","6thBridge",2023-04-20
"a1078",0.661515116691589,NA,"Great Egret","6thBridge",2023-04-20
"a1079",0.661480665206909,NA,"Great Egret","6thBridge",2023-04-20
"a1080",0.661458253860474,NA,"Great Egret","6thBridge",2023-04-20
"a1081",0.661357522010803,NA,"White Ibis","6thBridge",2023-04-20
"a1083",0.661256611347198,NA,"White Ibis","6thBridge",2023-04-20
"a1084",0.661244869232178,NA,"White Ibis","6thBridge",2023-04-20
"a1085",0.660844922065735,NA,"Great Egret","6thBridge",2023-04-20
"a1086",0.660807549953461,NA,"White Ibis","6thBridge",2023-04-20
"a1087",0.660634994506836,NA,"White Ibis","6thBridge",2023-04-20
"a1088",0.66059285402298,NA,"White Ibis","6thBridge",2023-04-20
"a1089",0.660575270652771,NA,"White Ibis","6thBridge",2023-04-20
"a1090",0.660532593727112,NA,"Great Egret","6thBridge",2023-04-20
"a1091",0.660512208938599,NA,"White Ibis","6thBridge",2023-04-20
"a1092",0.660416960716248,NA,"Great Egret","6thBridge",2023-04-20
"a1093",0.66035670042038,NA,"White Ibis","6thBridge",2023-04-20
"a1094",0.660297513008118,NA,"White Ibis","6thBridge",2023-04-20
"a1095",0.660200595855713,NA,"White Ibis","6thBridge",2023-04-20
"a1096",0.660199105739594,NA,"White Ibis","6thBridge",2023-04-20
"a1097",0.660189926624298,NA,"Great Egret","6thBridge",2023-04-20
"a1098",0.659887433052063,NA,"Great Egret","6thBridge",2023-04-20
"a1099",0.659690797328949,NA,"Great Egret","6thBridge",2023-04-20
"a1100",0.659624695777893,NA,"White Ibis","6thBridge",2023-04-20
"a1101",0.659087777137756,NA,"Great Egret","6thBridge",2023-04-20
"a1102",0.658771634101868,NA,"Great Egret","6thBridge",2023-04-20
"a1103",0.658614695072174,NA,"Great Egret","6thBridge",2023-04-20
"a1104",0.658500850200653,NA,"White Ibis","6thBridge",2023-04-20
"a1105",0.658427894115448,NA,"White Ibis","6thBridge",2023-04-20
"a1106",0.658250868320465,NA,"Great Egret","6thBridge",2023-04-20
"a1107",0.658201277256012,NA,"White Ibis","6thBridge",2023-04-20
"a1108",0.658047914505005,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1109",0.658030450344086,NA,"Great Egret","6thBridge",2023-04-20
"a1110",0.657911360263824,NA,"White Ibis","6thBridge",2023-04-20
"a1111",0.657516837120056,NA,"Great Egret","6thBridge",2023-04-20
"a1112",0.657478749752045,NA,"Great Egret","6thBridge",2023-04-20
"a1113",0.657357931137085,NA,"Great Egret","6thBridge",2023-04-20
"a1114",0.657306849956512,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1115",0.656877219676971,NA,"Great Egret","6thBridge",2023-04-20
"a1116",0.656226933002472,NA,"Great Egret","6thBridge",2023-04-20
"a1117",0.656168222427368,NA,"White Ibis","6thBridge",2023-04-20
"a1118",0.655884683132172,NA,"Great Egret","6thBridge",2023-04-20
"a1119",0.655727028846741,NA,"Great Egret","6thBridge",2023-04-20
"a1120",0.655409455299377,NA,"Great Egret","6thBridge",2023-04-20
"a1121",0.655235886573792,NA,"White Ibis","6thBridge",2023-04-20
"a1122",0.655163049697876,NA,"Great Egret","6thBridge",2023-04-20
"a1123",0.65458619594574,NA,"White Ibis","6thBridge",2023-04-20
"a1124",0.654556691646576,NA,"White Ibis","6thBridge",2023-04-20
"a1125",0.654462337493896,NA,"Great Egret","6thBridge",2023-04-20
"a1126",0.654321253299713,NA,"White Ibis","6thBridge",2023-04-20
"a1127",0.654283940792084,NA,"Great Egret","6thBridge",2023-04-20
"a1128",0.653965830802917,NA,"Great Egret","6thBridge",2023-04-20
"a1129",0.653448879718781,NA,"Great Egret","6thBridge",2023-04-20
"a1130",0.653219282627106,NA,"White Ibis","6thBridge",2023-04-20
"a1131",0.653123378753662,NA,"White Ibis","6thBridge",2023-04-20
"a1132",0.652680277824402,NA,"Great Egret","6thBridge",2023-04-20
"a1133",0.652263402938843,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1134",0.652225196361542,NA,"Great Egret","6thBridge",2023-04-20
"a1135",0.652062177658081,NA,"Great Egret","6thBridge",2023-04-20
"a1136",0.651946067810059,NA,"Great Egret","6thBridge",2023-04-20
"a1137",0.651924014091492,NA,"Great Egret","6thBridge",2023-04-20
"a1138",0.651709020137787,NA,"Great Egret","6thBridge",2023-04-20
"a1139",0.651567459106445,NA,"Great Egret","6thBridge",2023-04-20
"a1140",0.651511311531067,NA,"Great Egret","6thBridge",2023-04-20
"a1141",0.651354551315308,NA,"Great Egret","6thBridge",2023-04-20
"a1142",0.651239633560181,NA,"White Ibis","6thBridge",2023-04-20
"a1143",0.651075601577759,NA,"Great Egret","6thBridge",2023-04-20
"a1144",0.650860548019409,NA,"Great Egret","6thBridge",2023-04-20
"a1145",0.650851607322693,NA,"Great Egret","6thBridge",2023-04-20
"a1146",0.65074759721756,NA,"White Ibis","6thBridge",2023-04-20
"a1147",0.650585293769836,NA,"White Ibis","6thBridge",2023-04-20
"a1148",0.650491654872894,NA,"Great Egret","6thBridge",2023-04-20
"a1149",0.650409698486328,NA,"Great Egret","6thBridge",2023-04-20
"a1150",0.650361955165863,NA,"White Ibis","6thBridge",2023-04-20
"a1151",0.650200843811035,NA,"Great Egret","6thBridge",2023-04-20
"a1152",0.650084674358368,NA,"White Ibis","6thBridge",2023-04-20
"a1153",0.650043785572052,NA,"Great Egret","6thBridge",2023-04-20
"a1154",0.650001585483551,NA,"White Ibis","6thBridge",2023-04-20
"a1155",0.649847567081451,NA,"Great Egret","6thBridge",2023-04-20
"a1156",0.649392366409302,NA,"White Ibis","6thBridge",2023-04-20
"a1157",0.649268746376038,NA,"Great Egret","6thBridge",2023-04-20
"a1158",0.64917004108429,NA,"Great Egret","6thBridge",2023-04-20
"a1159",0.649167776107788,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1160",0.649137914180756,NA,"Great Egret","6thBridge",2023-04-20
"a1161",0.649117827415466,NA,"Great Egret","6thBridge",2023-04-20
"a1162",0.649019777774811,NA,"Great Egret","6thBridge",2023-04-20
"a1163",0.649014890193939,NA,"Great Egret","6thBridge",2023-04-20
"a1164",0.648996710777283,NA,"White Ibis","6thBridge",2023-04-20
"a1165",0.648907244205475,NA,"Great Egret","6thBridge",2023-04-20
"a1166",0.648774325847626,NA,"Great Egret","6thBridge",2023-04-20
"a1167",0.648685157299042,NA,"Great Egret","6thBridge",2023-04-20
"a1168",0.648158669471741,NA,"Great Egret","6thBridge",2023-04-20
"a1169",0.648098587989807,NA,"Great Egret","6thBridge",2023-04-20
"a1170",0.647879362106323,NA,"Great Egret","6thBridge",2023-04-20
"a1171",0.647866189479828,NA,"Great Egret","6thBridge",2023-04-20
"a1172",0.647847414016724,NA,"Great Egret","6thBridge",2023-04-20
"a1173",0.647376537322998,NA,"White Ibis","6thBridge",2023-04-20
"a1174",0.647199213504791,NA,"Great Egret","6thBridge",2023-04-20
"a1175",0.647074401378632,NA,"White Ibis","6thBridge",2023-04-20
"a1176",0.647008657455444,NA,"White Ibis","6thBridge",2023-04-20
"a1177",0.646693706512451,NA,"White Ibis","6thBridge",2023-04-20
"a1178",0.646637260913849,NA,"White Ibis","6thBridge",2023-04-20
"a1179",0.646539509296417,NA,"Great Egret","6thBridge",2023-04-20
"a1180",0.646315813064575,NA,"Great Egret","6thBridge",2023-04-20
"a1181",0.645899653434753,NA,"White Ibis","6thBridge",2023-04-20
"a1182",0.64587390422821,NA,"Great Egret","6thBridge",2023-04-20
"a1183",0.645802140235901,NA,"Great Egret","6thBridge",2023-04-20
"a1184",0.645689249038696,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1185",0.645545780658722,NA,"Great Egret","6thBridge",2023-04-20
"a1186",0.645543873310089,NA,"Great Egret","6thBridge",2023-04-20
"a1187",0.645520567893982,NA,"Great Egret","6thBridge",2023-04-20
"a1188",0.645240187644958,NA,"Great Egret","6thBridge",2023-04-20
"a1189",0.645206928253174,NA,"White Ibis","6thBridge",2023-04-20
"a1190",0.645023941993713,NA,"Great Egret","6thBridge",2023-04-20
"a1191",0.644878506660461,NA,"Great Egret","6thBridge",2023-04-20
"a1192",0.644829928874969,NA,"White Ibis","6thBridge",2023-04-20
"a1193",0.644794523715973,NA,"White Ibis","6thBridge",2023-04-20
"a1194",0.644765973091125,NA,"White Ibis","6thBridge",2023-04-20
"a1195",0.644744694232941,NA,"White Ibis","6thBridge",2023-04-20
"a1196",0.644744277000427,NA,"Great Egret","6thBridge",2023-04-20
"a1197",0.644636154174805,NA,"Great Egret","6thBridge",2023-04-20
"a1198",0.64438134431839,NA,"Great Egret","6thBridge",2023-04-20
"a1199",0.644304513931274,NA,"Great Egret","6thBridge",2023-04-20
"a1200",0.644058883190155,NA,"White Ibis","6thBridge",2023-04-20
"a1201",0.643474698066711,NA,"White Ibis","6thBridge",2023-04-20
"a1202",0.643414318561554,NA,"White Ibis","6thBridge",2023-04-20
"a1203",0.643380880355835,NA,"Great Egret","6thBridge",2023-04-20
"a1204",0.643124282360077,NA,"Great Egret","6thBridge",2023-04-20
"a1205",0.643109202384949,NA,"Great Egret","6thBridge",2023-04-20
"a1206",0.643092513084412,NA,"Great Egret","6thBridge",2023-04-20
"a1207",0.643067836761475,NA,"Great Egret","6thBridge",2023-04-20
"a1208",0.643029987812042,NA,"White Ibis","6thBridge",2023-04-20
"a1209",0.642972350120544,NA,"Great Egret","6thBridge",2023-04-20
"a1210",0.642850577831268,NA,"Great Egret","6thBridge",2023-04-20
"a1211",0.642637610435486,NA,"Great Egret","6thBridge",2023-04-20
"a1212",0.642459094524384,NA,"Great Egret","6thBridge",2023-04-20
"a1213",0.642309665679932,NA,"Great Egret","6thBridge",2023-04-20
"a1214",0.642244160175323,NA,"Great Egret","6thBridge",2023-04-20
"a1215",0.64170891046524,NA,"Great Egret","6thBridge",2023-04-20
"a1216",0.641688287258148,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1218",0.641370713710785,NA,"White Ibis","6thBridge",2023-04-20
"a1219",0.640922248363495,NA,"Great Egret","6thBridge",2023-04-20
"a1220",0.640438199043274,NA,"Great Egret","6thBridge",2023-04-20
"a1221",0.640418410301208,NA,"Great Egret","6thBridge",2023-04-20
"a1222",0.640401303768158,NA,"Great Egret","6thBridge",2023-04-20
"a1223",0.640336394309998,NA,"Great Egret","6thBridge",2023-04-20
"a1224",0.640138864517212,NA,"White Ibis","6thBridge",2023-04-20
"a1225",0.64010214805603,NA,"Great Egret","6thBridge",2023-04-20
"a1226",0.640014946460724,NA,"Great Egret","6thBridge",2023-04-20
"a1227",0.639799356460571,NA,"White Ibis","6thBridge",2023-04-20
"a1228",0.639797151088715,NA,"Great Egret","6thBridge",2023-04-20
"a1229",0.639737248420715,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1230",0.639623761177063,NA,"White Ibis","6thBridge",2023-04-20
"a1231",0.639599084854126,NA,"White Ibis","6thBridge",2023-04-20
"a1232",0.639468967914581,NA,"Great Egret","6thBridge",2023-04-20
"a1233",0.639431059360504,NA,"Great Egret","6thBridge",2023-04-20
"a1234",0.639412522315979,NA,"White Ibis","6thBridge",2023-04-20
"a1235",0.639358460903168,NA,"White Ibis","6thBridge",2023-04-20
"a1236",0.639297187328339,NA,"White Ibis","6thBridge",2023-04-20
"a1237",0.638716757297516,NA,"Great Egret","6thBridge",2023-04-20
"a1238",0.638461112976074,NA,"Great Egret","6thBridge",2023-04-20
"a1239",0.638457298278809,NA,"Great Egret","6thBridge",2023-04-20
"a1240",0.638390898704529,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1241",0.638351023197174,NA,"White Ibis","6thBridge",2023-04-20
"a1242",0.638347089290619,NA,"White Ibis","6thBridge",2023-04-20
"a1243",0.638344049453735,NA,"White Ibis","6thBridge",2023-04-20
"a1244",0.637889504432678,NA,"Great Egret","6thBridge",2023-04-20
"a1245",0.637846708297729,NA,"Great Egret","6thBridge",2023-04-20
"a1246",0.637789011001587,NA,"White Ibis","6thBridge",2023-04-20
"a1247",0.63764625787735,NA,"Great Egret","6thBridge",2023-04-20
"a1248",0.637388408184052,NA,"White Ibis","6thBridge",2023-04-20
"a1249",0.637358725070953,NA,"Great Egret","6thBridge",2023-04-20
"a1250",0.637298822402954,NA,"Great Egret","6thBridge",2023-04-20
"a1251",0.637133121490479,NA,"White Ibis","6thBridge",2023-04-20
"a1252",0.636874318122864,NA,"Great Egret","6thBridge",2023-04-20
"a1253",0.6368727684021,NA,"White Ibis","6thBridge",2023-04-20
"a1254",0.636872470378876,NA,"Great Egret","6thBridge",2023-04-20
"a1255",0.636735677719116,NA,"Great Egret","6thBridge",2023-04-20
"a1256",0.636589765548706,NA,"White Ibis","6thBridge",2023-04-20
"a1257",0.636488258838654,NA,"White Ibis","6thBridge",2023-04-20
"a1258",0.636195242404938,NA,"Great Egret","6thBridge",2023-04-20
"a1259",0.636177539825439,NA,"White Ibis","6thBridge",2023-04-20
"a1260",0.636098384857178,NA,"White Ibis","6thBridge",2023-04-20
"a1261",0.635988652706146,NA,"White Ibis","6thBridge",2023-04-20
"a1262",0.635897696018219,NA,"White Ibis","6thBridge",2023-04-20
"a1263",0.635800123214722,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1264",0.63566392660141,NA,"Great Egret","6thBridge",2023-04-20
"a1265",0.635431110858917,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1266",0.635405421257019,NA,"Great Egret","6thBridge",2023-04-20
"a1267",0.635209858417511,NA,"Great Egret","6thBridge",2023-04-20
"a1268",0.634858191013336,NA,"Great Egret","6thBridge",2023-04-20
"a1269",0.634832203388214,NA,"White Ibis","6thBridge",2023-04-20
"a1270",0.634694516658783,NA,"Great Egret","6thBridge",2023-04-20
"a1271",0.634644627571106,NA,"White Ibis","6thBridge",2023-04-20
"a1272",0.634530067443848,NA,"White Ibis","6thBridge",2023-04-20
"a1273",0.634480178356171,NA,"White Ibis","6thBridge",2023-04-20
"a1274",0.634458243846893,NA,"White Ibis","6thBridge",2023-04-20
"a1275",0.634349524974823,NA,"Great Egret","6thBridge",2023-04-20
"a1276",0.634042143821716,NA,"Great Egret","6thBridge",2023-04-20
"a1277",0.63374388217926,NA,"Great Egret","6thBridge",2023-04-20
"a1278",0.633529484272003,NA,"Great Egret","6thBridge",2023-04-20
"a1279",0.633388459682465,NA,"Great Egret","6thBridge",2023-04-20
"a1280",0.633304357528687,NA,"Great Egret","6thBridge",2023-04-20
"a1281",0.633240520954132,NA,"Great Egret","6thBridge",2023-04-20
"a1282",0.633149921894073,NA,"Great Egret","6thBridge",2023-04-20
"a1283",0.633018016815186,NA,"White Ibis","6thBridge",2023-04-20
"a1284",0.632699072360992,NA,"Great Egret","6thBridge",2023-04-20
"a1285",0.632533013820648,NA,"White Ibis","6thBridge",2023-04-20
"a1286",0.632428169250488,NA,"Great Egret","6thBridge",2023-04-20
"a1287",0.63224470615387,NA,"Great Egret","6thBridge",2023-04-20
"a1288",0.632148563861847,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1289",0.632037401199341,NA,"Great Egret","6thBridge",2023-04-20
"a1290",0.632002830505371,NA,"White Ibis","6thBridge",2023-04-20
"a1291",0.631910026073456,NA,"Great Egret","6thBridge",2023-04-20
"a1292",0.631836652755737,NA,"Great Egret","6thBridge",2023-04-20
"a1293",0.631778836250305,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1294",0.631767272949219,NA,"White Ibis","6thBridge",2023-04-20
"a1295",0.631656408309937,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1296",0.631119847297668,NA,"Great Egret","6thBridge",2023-04-20
"a1297",0.631017863750458,NA,"Great Egret","6thBridge",2023-04-20
"a1298",0.630923330783844,NA,"White Ibis","6thBridge",2023-04-20
"a1299",0.630884945392609,NA,"Great Egret","6thBridge",2023-04-20
"a1300",0.630731344223022,NA,"White Ibis","6thBridge",2023-04-20
"a1301",0.630712926387787,NA,"Great Egret","6thBridge",2023-04-20
"a1302",0.630675852298737,NA,"White Ibis","6thBridge",2023-04-20
"a1303",0.630435228347778,NA,"Great Egret","6thBridge",2023-04-20
"a1304",0.63040566444397,NA,"Great Blue Heron","6thBridge",2023-04-20
"a1305",0.630392074584961,NA,"Great Egret","6thBridge",2023-04-20
"a1306",0.630385100841522,NA,"White Ibis","6thBridge",2023-04-20
"a1307",0.630258202552795,NA,"White Ibis","6thBridge",2023-04-20
"a1308",0.630213975906372,NA,"Great Egret","6thBridge",2023-04-20
"a1309",0.630142092704773,NA,"Great Egret","6thBridge",2023-04-20
"a1310",0.630115389823914,NA,"White Ibis","6thBridge",2023-04-20
"a1311",0.63004469871521,NA,"Great Egret","6thBridge",2023-04-20
"a1312",0.630030632019043,NA,"White Ibis","6thBridge",2023-04-20
"a1313",0.630000293254852,NA,"White Ibis","6thBridge",2023-04-20
"a1314",0.629789531230927,NA,"Great Egret","6thBridge",2023-04-20
"a1315",0.629736542701721,NA,"Great Egret","6thBridge",2023-04-20
"a1316",0.629194974899292,NA,"Great Egret","6thBridge",2023-04-20
"a1317",0.629130482673645,NA,"Great Egret","6thBridge",2023-04-20
"a1318",0.629120111465454,NA,"Great Egret","6thBridge",2023-04-20
"a1319",0.629042327404022,NA,"Great Egret","6thBridge",2023-04-20
"a1320",0.628868520259857,NA,"Great Egret","6thBridge",2023-04-20
"a1321",0.628718674182892,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1322",0.628671705722809,NA,"White Ibis","6thBridge",2023-04-20
"a1323",0.628657221794128,NA,"White Ibis","6thBridge",2023-04-20
"a1324",0.62861168384552,NA,"White Ibis","6thBridge",2023-04-20
"a1325",0.628514647483826,NA,"Great Egret","6thBridge",2023-04-20
"a1326",0.628363728523254,NA,"Great Egret","6thBridge",2023-04-20
"a1327",0.627747356891632,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a1328",0.627703189849854,NA,"White Ibis","6thBridge",2023-04-20
"a1329",0.627573490142822,NA,"White Ibis","6thBridge",2023-04-20
"a1330",0.627439618110657,NA,"Great Egret","6thBridge",2023-04-20
"a1331",0.627411544322968,NA,"Great Egret","6thBridge",2023-04-20
"a1332",0.627353191375732,NA,"Great Egret","6thBridge",2023-04-20
"a1333",0.62733393907547,NA,"Great Egret","6thBridge",2023-04-20
"a1334",0.627309918403625,NA,"White Ibis","6thBridge",2023-04-20
"a1335",0.627242505550385,NA,"Great Egret","6thBridge",2023-04-20
"a1336",0.626973330974579,NA,"Roseate Spoonbill","6thBridge",2023-04-20
