"id","score","det.type","label","site","date"
"a1",0.951633870601654,"TP","Great Egret","6thBridge",2023-04-20
"a5",0.934096336364746,"TP","Great Egret","6thBridge",2023-04-20
"a19",0.919682800769806,"TP","Great Egret","6thBridge",2023-04-20
"a52",0.890551626682281,"TP","Great Egret","6thBridge",2023-04-20
"a70",0.883653342723846,"TP","Great Egret","6thBridge",2023-04-20
"a85",0.879562437534332,"TP","Great Egret","6thBridge",2023-04-20
"a100",0.872213304042816,"TP","Great Egret","6thBridge",2023-04-20
"a134",0.86150199174881,"TP","Great Egret","6thBridge",2023-04-20
"a143",0.858270168304443,"TP","Great Egret","6thBridge",2023-04-20
"a191",0.842864811420441,"TP","Great Egret","6thBridge",2023-04-20
"a282",0.817152082920074,"TP","Great Egret","6thBridge",2023-04-20
"a447",0.781251490116119,"TP","Great Egret","6thBridge",2023-04-20
"a491",0.775177299976349,"TP","Great Egret","6thBridge",2023-04-20
"a504",0.772494256496429,"TP","Great Egret","6thBridge",2023-04-20
"a520",0.768723428249359,"FP","Great Egret","6thBridge",2023-04-20
"a593",0.756627202033997,"FP","Great Egret","6thBridge",2023-04-20
"a595",0.7550128698349,"TP","Great Egret","6thBridge",2023-04-20
"a619",0.749323725700378,"TP","Great Egret","6thBridge",2023-04-20
"a808",0.708656013011932,"TP","Great Egret","6thBridge",2023-04-20
"a843",0.70238322019577,"TP","Great Egret","6thBridge",2023-04-20
"a855",0.699970424175262,"TP","Great Egret","6thBridge",2023-04-20
"a865",0.698250591754913,"TP","Great Egret","6thBridge",2023-04-20
"a869",0.697502970695496,"TP","Great Egret","6thBridge",2023-04-20
"a901",0.691459059715271,"FP","Great Egret","6thBridge",2023-04-20
"a942",0.684154033660889,"TP","Great Egret","6thBridge",2023-04-20
"a958",0.681197583675385,"TP","Great Egret","6thBridge",2023-04-20
"a1082",0.661277115345001,"TP","Great Egret","6thBridge",2023-04-20
"a1217",0.64137214422226,"FP","Great Egret","6thBridge",2023-04-20
"a1353",0.625368893146515,"FP","Great Egret","6thBridge",2023-04-20
"a1380",0.62067449092865,"TP","Great Egret","6thBridge",2023-04-20
"a1386",0.619720458984375,"FP","Great Egret","6thBridge",2023-04-20
"a1446",0.611131966114044,"TP","Great Egret","6thBridge",2023-04-20
"a1498",0.604956984519958,"TP","Great Egret","6thBridge",2023-04-20
"a1510",0.603349506855011,"TP","Great Egret","6thBridge",2023-04-20
"a1565",0.595514953136444,"TP","Great Egret","6thBridge",2023-04-20
"a1618",0.58953332901001,"TP","White Ibis","6thBridge",2023-04-20
"a1726",0.5778688788414,"TP","Great Egret","6thBridge",2023-04-20
"a1750",0.575327754020691,"TP","Great Egret","6thBridge",2023-04-20
"a2011",0.543974936008453,"TP","Great Egret","6thBridge",2023-04-20
"a2016",0.543279707431793,"TP","White Ibis","6thBridge",2023-04-20
"a2043",0.541254699230194,"TP","White Ibis","6thBridge",2023-04-20
"a2156",0.528834581375122,"FP","Great Egret","6thBridge",2023-04-20
"a2164",0.527957797050476,"TP","Great Egret","6thBridge",2023-04-20
"a2186",0.52622652053833,"TP","Great Egret","6thBridge",2023-04-20
"a2206",0.523756742477417,"TP","Great Egret","6thBridge",2023-04-20
"a2209",0.523621797561646,"FP","Great Egret","6thBridge",2023-04-20
"a2218",0.522718489170074,"TP","White Ibis","6thBridge",2023-04-20
"a2287",0.516094863414764,"TP","White Ibis","6thBridge",2023-04-20
"a2291",0.515911638736725,"TP","Great Egret","6thBridge",2023-04-20
"a2360",0.509663105010986,"TP","Great Egret","6thBridge",2023-04-20
"a2660",0.481594532728195,"TP","Great Egret","6thBridge",2023-04-20
"a2688",0.47963160276413,"TP","Great Egret","6thBridge",2023-04-20
"a2702",0.477852761745453,"TP","Great Egret","6thBridge",2023-04-20
"a2710",0.477282047271729,"TP","White Ibis","6thBridge",2023-04-20
"a2874",0.463671058416367,"TP","Great Egret","6thBridge",2023-04-20
"a2898",0.461487650871277,"TP","Great Egret","6thBridge",2023-04-20
"a2902",0.461236298084259,"TP","Great Egret","6thBridge",2023-04-20
"a3079",0.445888012647629,"TP","Great Egret","6thBridge",2023-04-20
"a3107",0.44321796298027,"TP","Great Egret","6thBridge",2023-04-20
"a3130",0.441453129053116,"TP","White Ibis","6thBridge",2023-04-20
"a3463",0.41273957490921,"TP","Great Egret","6thBridge",2023-04-20
"a3606",0.400897085666656,"TP","White Ibis","6thBridge",2023-04-20
"a3655",0.39614000916481,"TP","White Ibis","6thBridge",2023-04-20
"a3703",0.392660707235336,"TP","Great Egret","6thBridge",2023-04-20
"a3794",0.384333938360214,"TP","White Ibis","6thBridge",2023-04-20
"a3859",0.378518670797348,"TP","Great Egret","6thBridge",2023-04-20
"a3873",0.377449005842209,"FP","White Ibis","6thBridge",2023-04-20
"a3919",0.373704701662064,"TP","Great Egret","6thBridge",2023-04-20
"a3970",0.370298326015472,"TP","White Ibis","6thBridge",2023-04-20
"a4099",0.357791393995285,"TP","White Ibis","6thBridge",2023-04-20
"a4152",0.353576928377151,"TP","White Ibis","6thBridge",2023-04-20
"a4273",0.343714565038681,"TP","Great Egret","6thBridge",2023-04-20
"a4352",0.336661279201508,"TP","Great Egret","6thBridge",2023-04-20
"a4382",0.333568662405014,"TP","Roseate Spoonbill","6thBridge",2023-04-20
"a4480",0.325350046157837,"FP","Great Egret","6thBridge",2023-04-20
"a4490",0.324755132198334,"TP","White Ibis","6thBridge",2023-04-20
"a4600",0.313712030649185,"TP","Roseate Spoonbill","6thBridge",2023-04-20
"a4622",0.31260472536087,"TP","Great Egret","6thBridge",2023-04-20
"a4651",0.308487385511398,"FP","Great Egret","6thBridge",2023-04-20
"a4659",0.308154046535492,"TP","White Ibis","6thBridge",2023-04-20
"a4684",0.305837661027908,"FP","Great Egret","6thBridge",2023-04-20
"a4686",0.305680274963379,"TP","Wood Stork","6thBridge",2023-04-20
"a4812",0.293813139200211,"TP","White Ibis","6thBridge",2023-04-20
"a4817",0.293338894844055,"TP","White Ibis","6thBridge",2023-04-20
"a4872",0.286685824394226,"FP","White Ibis","6thBridge",2023-04-20
"a5065",0.264387398958206,"TP","White Ibis","6thBridge",2023-04-20
"a5084",0.262239098548889,"FP","Great Egret","6thBridge",2023-04-20
"a5207",0.247140854597092,"TP","Roseate Spoonbill","6thBridge",2023-04-20
"a5399",0.22287417948246,"FP","Great Egret","6thBridge",2023-04-20
"a5506",0.210028126835823,"TP","Wood Stork","6thBridge",2023-04-20
"a5779",0.179336786270142,"FP","Roseate Spoonbill","6thBridge",2023-04-20
"a5854",0.172008857131004,"FP","White Ibis","6thBridge",2023-04-20
"a6004",0.157753720879555,"FP","Great Egret","6thBridge",2023-04-20
"a6021",0.155210062861443,"FP","Roseate Spoonbill","6thBridge",2023-04-20
"a6170",0.141750946640968,"TP","Great Egret","6thBridge",2023-04-20
"a6198",0.139820501208305,"FP","Great Egret","6thBridge",2023-04-20
"a6205",0.139340460300446,"FP","White Ibis","6thBridge",2023-04-20
"a6248",0.13613498210907,"FP","White Ibis","6thBridge",2023-04-20
"a6476",0.120990820229053,"TP","Great Egret","6thBridge",2023-04-20
"a6506",0.119250543415546,"FP","White Ibis","6thBridge",2023-04-20
"a6577",0.114771030843258,"FP","White Ibis","6thBridge",2023-04-20
"a6591",0.114120908081532,"FP","White Ibis","6thBridge",2023-04-20
"a2",0.942772626876831,NA,"Great Egret","6thBridge",2023-04-20
"a3",0.937250435352325,NA,"Great Egret","6thBridge",2023-04-20
"a4",0.934575736522675,NA,"Great Egret","6thBridge",2023-04-20
"a6",0.93256276845932,NA,"Great Egret","6thBridge",2023-04-20
"a7",0.9306720495224,NA,"Great Egret","6thBridge",2023-04-20
"a8",0.929926991462708,NA,"Great Egret","6thBridge",2023-04-20
"a9",0.929753839969635,NA,"Great Egret","6thBridge",2023-04-20
"a10",0.929444074630737,NA,"Great Egret","6thBridge",2023-04-20
"a11",0.928701937198639,NA,"Great Egret","6thBridge",2023-04-20
"a12",0.92848789691925,NA,"Great Egret","6thBridge",2023-04-20
"a13",0.926787257194519,NA,"Great Egret","6thBridge",2023-04-20
"a14",0.925284504890442,NA,"Great Egret","6thBridge",2023-04-20
"a15",0.921774089336395,NA,"Great Egret","6thBridge",2023-04-20
"a16",0.921760141849518,NA,"Great Egret","6thBridge",2023-04-20
"a17",0.921292424201965,NA,"Great Egret","6thBridge",2023-04-20
"a18",0.920070767402649,NA,"Great Egret","6thBridge",2023-04-20
"a20",0.91958087682724,NA,"Great Egret","6thBridge",2023-04-20
"a21",0.917425930500031,NA,"Great Egret","6thBridge",2023-04-20
"a22",0.917348206043243,NA,"Great Egret","6thBridge",2023-04-20
"a23",0.916930079460144,NA,"Great Egret","6thBridge",2023-04-20
"a24",0.916737675666809,NA,"Great Egret","6thBridge",2023-04-20
"a25",0.915915668010712,NA,"Great Egret","6thBridge",2023-04-20
"a26",0.909834027290344,NA,"Great Egret","6thBridge",2023-04-20
"a27",0.907101511955261,NA,"Great Egret","6thBridge",2023-04-20
"a28",0.906957507133484,NA,"Great Egret","6thBridge",2023-04-20
"a29",0.904721260070801,NA,"Great Egret","6thBridge",2023-04-20
"a30",0.903751194477081,NA,"Great Egret","6thBridge",2023-04-20
"a31",0.903498828411102,NA,"Great Egret","6thBridge",2023-04-20
"a32",0.903257191181183,NA,"Great Egret","6thBridge",2023-04-20
"a33",0.901650488376617,NA,"Great Egret","6thBridge",2023-04-20
"a34",0.901217699050903,NA,"Great Egret","6thBridge",2023-04-20
"a35",0.90034943819046,NA,"Great Egret","6thBridge",2023-04-20
"a36",0.899074912071228,NA,"Great Egret","6thBridge",2023-04-20
"a37",0.898052215576172,NA,"Great Egret","6thBridge",2023-04-20
"a38",0.897828936576843,NA,"Great Egret","6thBridge",2023-04-20
"a39",0.897597908973694,NA,"Great Egret","6thBridge",2023-04-20
"a40",0.89700710773468,NA,"Great Egret","6thBridge",2023-04-20
"a41",0.895411491394043,NA,"Great Egret","6thBridge",2023-04-20
"a42",0.895102620124817,NA,"Great Egret","6thBridge",2023-04-20
"a43",0.89445686340332,NA,"Great Egret","6thBridge",2023-04-20
"a44",0.894340991973877,NA,"Great Egret","6thBridge",2023-04-20
"a45",0.893783509731293,NA,"Great Egret","6thBridge",2023-04-20
"a46",0.893112003803253,NA,"Great Egret","6thBridge",2023-04-20
"a47",0.892666637897491,NA,"Great Egret","6thBridge",2023-04-20
"a48",0.891554534435272,NA,"Great Egret","6thBridge",2023-04-20
"a49",0.891233026981354,NA,"Great Egret","6thBridge",2023-04-20
"a50",0.891145586967468,NA,"Great Egret","6thBridge",2023-04-20
"a51",0.890830516815186,NA,"Great Egret","6thBridge",2023-04-20
"a53",0.890532433986664,NA,"Great Egret","6thBridge",2023-04-20
"a54",0.889978766441345,NA,"Great Egret","6thBridge",2023-04-20
"a55",0.889246702194214,NA,"Great Egret","6thBridge",2023-04-20
"a56",0.889241755008698,NA,"Great Egret","6thBridge",2023-04-20
"a57",0.889149308204651,NA,"Great Egret","6thBridge",2023-04-20
"a58",0.888806283473969,NA,"Great Egret","6thBridge",2023-04-20
"a59",0.88873964548111,NA,"Great Egret","6thBridge",2023-04-20
"a60",0.888710975646973,NA,"Great Egret","6thBridge",2023-04-20
"a61",0.888448178768158,NA,"Great Egret","6thBridge",2023-04-20
"a62",0.888333261013031,NA,"Great Egret","6thBridge",2023-04-20
"a63",0.888282358646393,NA,"Great Egret","6thBridge",2023-04-20
"a64",0.887870728969574,NA,"Great Egret","6thBridge",2023-04-20
"a65",0.887753069400787,NA,"Great Egret","6thBridge",2023-04-20
"a66",0.887531340122223,NA,"Great Egret","6thBridge",2023-04-20
"a67",0.88576078414917,NA,"Great Egret","6thBridge",2023-04-20
"a68",0.884323537349701,NA,"Great Egret","6thBridge",2023-04-20
"a69",0.884278237819672,NA,"Great Egret","6thBridge",2023-04-20
"a71",0.883089005947113,NA,"Great Egret","6thBridge",2023-04-20
"a72",0.883002161979675,NA,"Great Egret","6thBridge",2023-04-20
"a73",0.882738947868347,NA,"Great Egret","6thBridge",2023-04-20
"a74",0.88273411989212,NA,"Great Egret","6thBridge",2023-04-20
"a75",0.882615685462952,NA,"Great Egret","6thBridge",2023-04-20
"a76",0.882275760173798,NA,"Great Egret","6thBridge",2023-04-20
"a77",0.881839752197266,NA,"Great Egret","6thBridge",2023-04-20
"a78",0.881473064422607,NA,"Great Egret","6thBridge",2023-04-20
"a79",0.880897521972656,NA,"Great Egret","6thBridge",2023-04-20
"a80",0.880672097206116,NA,"Great Egret","6thBridge",2023-04-20
"a81",0.880541980266571,NA,"Great Egret","6thBridge",2023-04-20
"a82",0.880333840847015,NA,"Great Egret","6thBridge",2023-04-20
"a83",0.880204737186432,NA,"Great Egret","6thBridge",2023-04-20
"a84",0.880076885223389,NA,"Great Egret","6thBridge",2023-04-20
"a86",0.878930330276489,NA,"Great Egret","6thBridge",2023-04-20
"a87",0.878359735012054,NA,"Great Egret","6thBridge",2023-04-20
"a88",0.877562165260315,NA,"Great Egret","6thBridge",2023-04-20
"a89",0.877481281757355,NA,"Great Egret","6thBridge",2023-04-20
"a90",0.877436935901642,NA,"Great Egret","6thBridge",2023-04-20
"a91",0.877159595489502,NA,"Great Egret","6thBridge",2023-04-20
"a92",0.87642115354538,NA,"Great Egret","6thBridge",2023-04-20
"a93",0.875244975090027,NA,"Great Egret","6thBridge",2023-04-20
"a94",0.875148475170135,NA,"Great Egret","6thBridge",2023-04-20
"a95",0.874930679798126,NA,"Great Egret","6thBridge",2023-04-20
"a96",0.874206721782684,NA,"Great Egret","6thBridge",2023-04-20
"a97",0.873597204685211,NA,"Great Egret","6thBridge",2023-04-20
"a98",0.87338799238205,NA,"Great Egret","6thBridge",2023-04-20
"a99",0.872603893280029,NA,"Great Egret","6thBridge",2023-04-20
"a101",0.87193775177002,NA,"Great Egret","6thBridge",2023-04-20
"a102",0.871687769889832,NA,"Great Egret","6thBridge",2023-04-20
"a103",0.871131777763367,NA,"Great Egret","6thBridge",2023-04-20
"a104",0.870653569698334,NA,"Great Egret","6thBridge",2023-04-20
"a105",0.870603978633881,NA,"Great Egret","6thBridge",2023-04-20
"a106",0.87054455280304,NA,"Great Egret","6thBridge",2023-04-20
"a107",0.870106339454651,NA,"Great Egret","6thBridge",2023-04-20
"a108",0.869843423366547,NA,"Great Egret","6thBridge",2023-04-20
"a109",0.869447648525238,NA,"Great Egret","6thBridge",2023-04-20
"a110",0.868149995803833,NA,"Great Egret","6thBridge",2023-04-20
"a111",0.867923319339752,NA,"Great Egret","6thBridge",2023-04-20
"a112",0.867866635322571,NA,"Great Egret","6thBridge",2023-04-20
"a113",0.867722928524017,NA,"Great Egret","6thBridge",2023-04-20
"a114",0.867693662643433,NA,"Great Egret","6thBridge",2023-04-20
"a115",0.867588937282562,NA,"Great Egret","6thBridge",2023-04-20
"a116",0.867453873157501,NA,"Great Egret","6thBridge",2023-04-20
"a117",0.867437422275543,NA,"Great Egret","6thBridge",2023-04-20
"a118",0.867327451705933,NA,"Great Egret","6thBridge",2023-04-20
"a119",0.866584956645966,NA,"Great Egret","6thBridge",2023-04-20
"a120",0.866411924362183,NA,"Great Egret","6thBridge",2023-04-20
"a121",0.864952504634857,NA,"Great Egret","6thBridge",2023-04-20
"a122",0.864299654960632,NA,"Great Egret","6thBridge",2023-04-20
"a123",0.864297091960907,NA,"Great Egret","6thBridge",2023-04-20
"a124",0.864259481430054,NA,"Great Egret","6thBridge",2023-04-20
"a125",0.863279342651367,NA,"Great Egret","6thBridge",2023-04-20
"a126",0.862946152687073,NA,"Great Egret","6thBridge",2023-04-20
"a127",0.862433671951294,NA,"Great Egret","6thBridge",2023-04-20
"a128",0.86238157749176,NA,"Great Egret","6thBridge",2023-04-20
"a129",0.862037777900696,NA,"Great Egret","6thBridge",2023-04-20
"a130",0.861816048622131,NA,"Great Egret","6thBridge",2023-04-20
"a131",0.861753821372986,NA,"Great Egret","6thBridge",2023-04-20
"a132",0.861549377441406,NA,"Great Egret","6thBridge",2023-04-20
"a133",0.861524760723114,NA,"Great Egret","6thBridge",2023-04-20
"a135",0.86113303899765,NA,"Great Egret","6thBridge",2023-04-20
"a136",0.860462188720703,NA,"Great Egret","6thBridge",2023-04-20
"a137",0.860460221767426,NA,"Great Egret","6thBridge",2023-04-20
"a138",0.860181868076324,NA,"Great Egret","6thBridge",2023-04-20
"a139",0.859232187271118,NA,"Great Egret","6thBridge",2023-04-20
"a140",0.859224259853363,NA,"Great Egret","6thBridge",2023-04-20
"a141",0.858971357345581,NA,"Great Egret","6thBridge",2023-04-20
"a142",0.858782649040222,NA,"Great Egret","6thBridge",2023-04-20
"a144",0.85768985748291,NA,"Great Egret","6thBridge",2023-04-20
"a145",0.857417523860931,NA,"Great Egret","6thBridge",2023-04-20
"a146",0.857387661933899,NA,"Great Egret","6thBridge",2023-04-20
"a147",0.857382237911224,NA,"Great Egret","6thBridge",2023-04-20
"a148",0.856960475444794,NA,"Great Egret","6thBridge",2023-04-20
"a149",0.856270849704742,NA,"Great Egret","6thBridge",2023-04-20
"a150",0.855606555938721,NA,"Great Egret","6thBridge",2023-04-20
"a151",0.855270206928253,NA,"Great Egret","6thBridge",2023-04-20
"a152",0.854970693588257,NA,"Great Blue Heron","6thBridge",2023-04-20
"a153",0.854884266853333,NA,"Great Egret","6thBridge",2023-04-20
"a154",0.854878664016724,NA,"Great Egret","6thBridge",2023-04-20
"a155",0.854822039604187,NA,"Great Egret","6thBridge",2023-04-20
"a156",0.854661881923676,NA,"Great Egret","6thBridge",2023-04-20
"a157",0.854590237140656,NA,"Great Egret","6thBridge",2023-04-20
"a158",0.854536771774292,NA,"Great Egret","6thBridge",2023-04-20
"a159",0.853473663330078,NA,"Great Egret","6thBridge",2023-04-20
"a160",0.853337228298187,NA,"Great Egret","6thBridge",2023-04-20
"a161",0.853044271469116,NA,"Great Egret","6thBridge",2023-04-20
"a162",0.852902293205261,NA,"Great Egret","6thBridge",2023-04-20
"a163",0.85235583782196,NA,"Great Egret","6thBridge",2023-04-20
"a164",0.852063000202179,NA,"Great Egret","6thBridge",2023-04-20
"a165",0.85200172662735,NA,"Great Egret","6thBridge",2023-04-20
"a166",0.851614475250244,NA,"Great Egret","6thBridge",2023-04-20
"a167",0.851437985897064,NA,"Great Egret","6thBridge",2023-04-20
"a168",0.851279020309448,NA,"Great Egret","6thBridge",2023-04-20
"a169",0.851002633571625,NA,"Great Egret","6thBridge",2023-04-20
"a170",0.850824296474457,NA,"Great Egret","6thBridge",2023-04-20
"a171",0.850682139396667,NA,"Great Egret","6thBridge",2023-04-20
"a172",0.850078105926514,NA,"Great Egret","6thBridge",2023-04-20
"a173",0.84915965795517,NA,"Great Egret","6thBridge",2023-04-20
"a174",0.848421931266785,NA,"Great Egret","6thBridge",2023-04-20
"a175",0.847748935222626,NA,"Great Egret","6thBridge",2023-04-20
"a176",0.84771054983139,NA,"Great Egret","6thBridge",2023-04-20
"a177",0.847037076950073,NA,"Great Egret","6thBridge",2023-04-20
"a178",0.847031354904175,NA,"Great Egret","6thBridge",2023-04-20
"a179",0.846520125865936,NA,"Great Egret","6thBridge",2023-04-20
"a180",0.846473455429077,NA,"Great Egret","6thBridge",2023-04-20
"a181",0.846076488494873,NA,"Great Egret","6thBridge",2023-04-20
"a182",0.845877945423126,NA,"Great Egret","6thBridge",2023-04-20
"a183",0.844908475875854,NA,"Great Egret","6thBridge",2023-04-20
"a184",0.844879627227783,NA,"Great Egret","6thBridge",2023-04-20
"a185",0.844792783260345,NA,"Great Egret","6thBridge",2023-04-20
"a186",0.843746185302734,NA,"Great Egret","6thBridge",2023-04-20
"a187",0.843564748764038,NA,"Great Egret","6thBridge",2023-04-20
"a188",0.843402624130249,NA,"Great Egret","6thBridge",2023-04-20
"a189",0.843239426612854,NA,"Great Egret","6thBridge",2023-04-20
"a190",0.843080759048462,NA,"Great Egret","6thBridge",2023-04-20
"a192",0.842240393161774,NA,"Great Egret","6thBridge",2023-04-20
"a193",0.842165946960449,NA,"Great Egret","6thBridge",2023-04-20
"a194",0.842144131660461,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a195",0.842046797275543,NA,"Great Egret","6thBridge",2023-04-20
"a196",0.841970086097717,NA,"Great Egret","6thBridge",2023-04-20
"a197",0.841828942298889,NA,"Great Egret","6thBridge",2023-04-20
"a198",0.841478288173676,NA,"Great Egret","6thBridge",2023-04-20
"a199",0.841319143772125,NA,"Great Egret","6thBridge",2023-04-20
"a200",0.841051638126373,NA,"Great Egret","6thBridge",2023-04-20
"a201",0.840955376625061,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a202",0.840869188308716,NA,"Great Egret","6thBridge",2023-04-20
"a203",0.840538859367371,NA,"Great Egret","6thBridge",2023-04-20
"a204",0.840528547763824,NA,"Great Egret","6thBridge",2023-04-20
"a205",0.840493977069855,NA,"Great Egret","6thBridge",2023-04-20
"a206",0.840201318264008,NA,"Great Egret","6thBridge",2023-04-20
"a207",0.839689135551453,NA,"Great Egret","6thBridge",2023-04-20
"a208",0.839682757854462,NA,"Great Egret","6thBridge",2023-04-20
"a209",0.839666545391083,NA,"Great Egret","6thBridge",2023-04-20
"a210",0.839532256126404,NA,"Great Egret","6thBridge",2023-04-20
"a211",0.838935315608978,NA,"Great Egret","6thBridge",2023-04-20
"a212",0.838705718517303,NA,"Great Egret","6thBridge",2023-04-20
"a213",0.838563203811646,NA,"Great Egret","6thBridge",2023-04-20
"a214",0.838164389133453,NA,"Great Egret","6thBridge",2023-04-20
"a215",0.837747037410736,NA,"Great Egret","6thBridge",2023-04-20
"a216",0.837617337703705,NA,"Great Egret","6thBridge",2023-04-20
"a217",0.837002098560333,NA,"Great Egret","6thBridge",2023-04-20
"a218",0.836887061595917,NA,"Great Egret","6thBridge",2023-04-20
"a219",0.836838185787201,NA,"Great Egret","6thBridge",2023-04-20
"a220",0.836748361587524,NA,"Great Egret","6thBridge",2023-04-20
"a221",0.836551427841187,NA,"Great Egret","6thBridge",2023-04-20
"a222",0.836339235305786,NA,"Great Egret","6thBridge",2023-04-20
"a223",0.836125671863556,NA,"Great Egret","6thBridge",2023-04-20
"a224",0.835885465145111,NA,"Great Egret","6thBridge",2023-04-20
"a225",0.835618078708649,NA,"Great Egret","6thBridge",2023-04-20
"a226",0.835536181926727,NA,"Great Egret","6thBridge",2023-04-20
"a227",0.835199356079102,NA,"Great Egret","6thBridge",2023-04-20
"a228",0.835006415843964,NA,"Great Egret","6thBridge",2023-04-20
"a229",0.834221422672272,NA,"Great Egret","6thBridge",2023-04-20
"a230",0.833808064460754,NA,"Great Egret","6thBridge",2023-04-20
"a231",0.832692801952362,NA,"Great Egret","6thBridge",2023-04-20
"a232",0.83221423625946,NA,"Great Egret","6thBridge",2023-04-20
"a233",0.831979334354401,NA,"Great Egret","6thBridge",2023-04-20
"a234",0.83103346824646,NA,"Great Egret","6thBridge",2023-04-20
"a235",0.830924332141876,NA,"Great Egret","6thBridge",2023-04-20
"a236",0.830880999565125,NA,"Great Egret","6thBridge",2023-04-20
"a237",0.830785572528839,NA,"Great Egret","6thBridge",2023-04-20
"a238",0.830609679222107,NA,"Great Egret","6thBridge",2023-04-20
"a239",0.830585181713104,NA,"Great Egret","6thBridge",2023-04-20
"a240",0.830430090427399,NA,"Great Egret","6thBridge",2023-04-20
"a241",0.830362677574158,NA,"Great Egret","6thBridge",2023-04-20
"a242",0.830120027065277,NA,"Great Egret","6thBridge",2023-04-20
"a243",0.830064713954926,NA,"Great Egret","6thBridge",2023-04-20
"a244",0.827953159809113,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a245",0.827877938747406,NA,"Great Egret","6thBridge",2023-04-20
"a246",0.827386140823364,NA,"Great Egret","6thBridge",2023-04-20
"a247",0.827223002910614,NA,"Great Egret","6thBridge",2023-04-20
"a248",0.827106356620789,NA,"Great Egret","6thBridge",2023-04-20
"a249",0.826913893222809,NA,"Great Egret","6thBridge",2023-04-20
"a250",0.826846897602081,NA,"Great Egret","6thBridge",2023-04-20
"a251",0.82604968547821,NA,"Great Egret","6thBridge",2023-04-20
"a252",0.825436532497406,NA,"Great Egret","6thBridge",2023-04-20
"a253",0.825372993946075,NA,"Great Egret","6thBridge",2023-04-20
"a254",0.825169086456299,NA,"Great Egret","6thBridge",2023-04-20
"a255",0.824785351753235,NA,"Great Egret","6thBridge",2023-04-20
"a256",0.823952853679657,NA,"Great Egret","6thBridge",2023-04-20
"a257",0.823255598545074,NA,"Great Egret","6thBridge",2023-04-20
"a258",0.82324206829071,NA,"Great Egret","6thBridge",2023-04-20
"a259",0.822848498821259,NA,"Great Egret","6thBridge",2023-04-20
"a260",0.822774648666382,NA,"Great Egret","6thBridge",2023-04-20
"a261",0.822349488735199,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a262",0.822188794612885,NA,"Great Egret","6thBridge",2023-04-20
"a263",0.821990728378296,NA,"Great Egret","6thBridge",2023-04-20
"a264",0.821921646595001,NA,"Great Egret","6thBridge",2023-04-20
"a265",0.821664750576019,NA,"Great Egret","6thBridge",2023-04-20
"a266",0.820882141590118,NA,"Great Egret","6thBridge",2023-04-20
"a267",0.820702433586121,NA,"Great Egret","6thBridge",2023-04-20
"a268",0.820636451244354,NA,"Great Egret","6thBridge",2023-04-20
"a269",0.819778382778168,NA,"Great Egret","6thBridge",2023-04-20
"a270",0.819580554962158,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a271",0.819486796855927,NA,"Great Egret","6thBridge",2023-04-20
"a272",0.819457054138184,NA,"Great Egret","6thBridge",2023-04-20
"a273",0.818986535072327,NA,"Great Egret","6thBridge",2023-04-20
"a274",0.818678021430969,NA,"Great Egret","6thBridge",2023-04-20
"a275",0.818567633628845,NA,"Great Egret","6thBridge",2023-04-20
"a276",0.81852662563324,NA,"Great Egret","6thBridge",2023-04-20
"a277",0.818488836288452,NA,"Great Egret","6thBridge",2023-04-20
"a278",0.818334579467773,NA,"Great Egret","6thBridge",2023-04-20
"a279",0.818063676357269,NA,"Great Egret","6thBridge",2023-04-20
"a280",0.818016350269318,NA,"Great Egret","6thBridge",2023-04-20
"a281",0.817857801914215,NA,"Great Egret","6thBridge",2023-04-20
"a283",0.817130744457245,NA,"Great Egret","6thBridge",2023-04-20
"a284",0.81703644990921,NA,"Great Egret","6thBridge",2023-04-20
"a285",0.817008674144745,NA,"Great Egret","6thBridge",2023-04-20
"a286",0.816935539245605,NA,"Great Egret","6thBridge",2023-04-20
"a287",0.816578090190887,NA,"Great Egret","6thBridge",2023-04-20
"a288",0.816296815872192,NA,"Great Egret","6thBridge",2023-04-20
"a289",0.816221058368683,NA,"Great Egret","6thBridge",2023-04-20
"a290",0.816208481788635,NA,"Roseate Spoonbill","6thBridge",2023-04-20
"a291",0.816147089004517,NA,"Great Egret","6thBridge",2023-04-20
"a292",0.816144406795502,NA,"Great Egret","6thBridge",2023-04-20
"a293",0.816040337085724,NA,"Great Egret","6thBridge",2023-04-20
"a294",0.815994679927826,NA,"Great Egret","6thBridge",2023-04-20
"a295",0.815755009651184,NA,"Great Egret","6thBridge",2023-04-20
"a296",0.815484702587128,NA,"Great Egret","6thBridge",2023-04-20
"a297",0.81540709733963,NA,"Great Egret","6thBridge",2023-04-20
"a298",0.8150714635849,NA,"Great Egret","6thBridge",2023-04-20
"a299",0.814901411533356,NA,"Great Egret","6thBridge",2023-04-20
"a300",0.814619660377502,NA,"Great Egret","6thBridge",2023-04-20
"a301",0.814434707164764,NA,"Great Egret","6thBridge",2023-04-20
"a302",0.81439197063446,NA,"Great Egret","6thBridge",2023-04-20
"a303",0.814373970031738,NA,"Great Egret","6thBridge",2023-04-20
"a304",0.814205825328827,NA,"Great Egret","6thBridge",2023-04-20
